year,motor,running,wheel,color,car_type,status,motor_volume,price
2010,Բենզին,164000  կմ,Ձախ,Սպիտակ,Սեդան,Լավ,0.3,12800
2019,Բենզին,26000  մղոն,Ձախ,Մոխրագույն,Ունիվերսալ,Գերազանց,2.0,23400
2018,Բենզին,65000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,14200
2021,Բենզին,10600  մղոն,Ձախ,Կապույտ,Սեդան,Գերազանց,2.0,20500
2018,Բենզին,112000  մղոն,Ձախ,Կապույտ,Սեդան,Գերազանց,2.0,12200
1997,Բենզին և գազ,318481  կմ,Ձախ,Կանաչ,Սեդան,Նորմալ,1.8,15750
2016,Բենզին,66000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,1.8,18600
2017,Բենզին,103000  մղոն,Ձախ,Կարմիր,Սեդան,Գերազանց,2.0,13800
2019,Բենզին,10000  կմ,Ձախ,Մոխրագույն,Ամենագնաց,Գերազանց,2.0,21000
2020,Բենզին,1400  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,23000
2016,Բենզին,60000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,26000
2017,Բենզին,35000  մղոն,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,15700
2018,Բենզին,66000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,12900
2012,Գազ,190000  կմ,Ձախ,Սև,Սեդան,Լավ,2.0,6200
2019,Բենզին,56000  մղոն,Ձախ,Սպիտակ,Ամենագնաց,Գերազանց,2.5,20500
2010,Բենզին,126000  մղոն,Ձախ,Սև,Սեդան,Լավ,3.0,12700
2014,Բենզին,115000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,14400
2017,Բենզին,81200  մղոն,Ձախ,Կապույտ,Սեդան,Գերազանց,2.0,11000
2018,Բենզին,78000  մղոն,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,15750
2014,Գազ,55000  մղոն,Ձախ,Բեժ,Սեդան,Լավ,2.0,14400
2007,Բենզին,190000  կմ,Ձախ,Կարմիր,Սեդան,Գերազանց,2.0,8500
2014,Գազ,163000  կմ,Ձախ,Սպիտակ,Սեդան,Լավ,1.6,16300
2018,Բենզին,78400  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,33500
1994,Գազ,420000  կմ,Ձախ,Արծաթագույն,Սեդան,Նորմալ,2.0,3300
2018,Բենզին,83000  կմ,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,14600
2016,Բենզին,160000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,20000
2011,Բենզին,73000  մղոն,Ձախ,Սև,Սեդան,Լավ,2.0,9800
2002,Բենզին և գազ,300000  կմ,Ձախ,Կապույտ,Սեդան,Լավ,2.0,6500
2020,Բենզին,38000  մղոն,Ձախ,Սև,Ունիվերսալ,Վթարված,2.0,17200
2019,Բենզին,76000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,15750
2020,Բենզին,60000  մղոն,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,19000
1995,Բենզին,390000  կմ,Ձախ,Արծաթագույն,Սեդան,Լավ,2.2,4400
2014,Բենզին,45000  մղոն,Ձախ,Սպիտակ,Կուպե,Գերազանց,2.0,11000
2019,Բենզին,24200  մղոն,Ձախ,Սպիտակ,Ամենագնաց,Գերազանց,2.0,22000
2002,Բենզին և գազ,250000  կմ,Ձախ,Արծաթագույն,Սեդան,Նորմալ,2.6,5800
2021,Բենզին,84020  կմ,Ձախ,Սպիտակ,Սեդան,Վթարված,2.0,17300
2012,Գազ,123000  մղոն,Ձախ,Սև,Սեդան,Լավ,2.0,10500
2019,Բենզին,17000  կմ,Ձախ,Սև,Ամենագնաց,Գերազանց,2.0,21500
2021,Բենզին,40000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,28500
2020,Բենզին,42000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,21000
2018,Բենզին,90000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,12500
2011,Գազ,150000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,1.8,9000
2017,Գազ,40000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,13900
2017,Բենզին,78000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,27000
2012,Բենզին,129000  մղոն,Ձախ,Սև,Սեդան,Լավ,3.0,13900
2017,Բենզին,32000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,19900
2013,Բենզին և գազ,138000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,9500
2018,Բենզին,70000  մղոն,Ձախ,Այլ գույն,Սեդան,Լավ,2.0,15500
2017,Բենզին,66000  մղոն,Ձախ,Սպիտակ,Ամենագնաց,Լավ,2.0,18000
2004,Գազ,235000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.4,6500
1997,Գազ,160000  կմ,Ձախ,Կապույտ,Սեդան,Գերազանց,1.8,4800
2018,Բենզին,117000  մղոն,Ձախ,Արծաթագույն,Ամենագնաց,Գերազանց,2.0,15500
2019,Բենզին,66500  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,20300
2020,Բենզին,15600  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,26000
2017,Բենզին,27200  կմ,Ձախ,Սպիտակ,Ամենագնաց,Լավ,2.0,16000
2019,Բենզին,58000  մղոն,Ձախ,Սպիտակ,Սեդան,Լավ,2.0,16600
2018,Բենզին,85000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,13900
1998,Բենզին,293000  կմ,Ձախ,Բալագույն,Սեդան,Նորմալ,1.8,4600
2013,Գազ,160000  կմ,Ձախ,Սև,Սեդան,Գերազանց,1.6,14800
2016,Բենզին,69000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,11300
2020,Բենզին,104000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,1.8,17500
2018,Բենզին,42000  մղոն,Ձախ,Արծաթագույն,Ամենագնաց,Գերազանց,2.0,18500
2018,Բենզին,129000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,11800
2018,Բենզին,65000  մղոն,Ձախ,Մոխրագույն,Ամենագնաց,Գերազանց,2.0,18000
2019,Բենզին,77000  կմ,Ձախ,Սպիտակ,Ամենագնաց,Գերազանց,2.0,16200
2014,Գազ,65000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,11700
2018,Բենզին,20000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,13800
2018,Բենզին,71000  մղոն,Ձախ,Սպիտակ,Ամենագնաց,Գերազանց,2.5,20000
2014,Բենզին,133000  մղոն,Ձախ,Սև,Սեդան,Լավ,2.0,10500
2019,Բենզին,135000  կմ,Ձախ,Սպիտակ,Սեդան,Վթարված,2.0,13000
2016,Բենզին,140000  կմ,Ձախ,Սպիտակ,Սեդան,Լավ,2.0,27000
1995,Գազ,380000  կմ,Ձախ,Կանաչ,Սեդան,Լավ,2.0,4000
2006,Բենզին և գազ,181000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.5,7800
1997,Բենզին,450000  կմ,Ձախ,Կապույտ,Սեդան,Լավ,2.0,4300
2019,Բենզին,66000  մղոն,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,16500
2007,Գազ,291000  կմ,Ձախ,Մոխրագույն,Սեդան,Նորմալ,2.0,10000
2019,Բենզին,42000  մղոն,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,18000
2019,Բենզին,42000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,13600
2018,Բենզին,80000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,32000
2019,Բենզին,77000  մղոն,Ձախ,Սև,Ամենագնաց,Գերազանց,2.0,21700
2017,Բենզին,70000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,27000
2018,Բենզին,75000  կմ,Ձախ,Արծաթագույն,Ամենագնաց,Գերազանց,2.0,17500
2018,Բենզին,25000  մղոն,Ձախ,Սպիտակ,Ամենագնաց,Գերազանց,2.0,15000
2017,Բենզին,130000  մղոն,Ձախ,Կապույտ,Սեդան,Գերազանց,2.0,14800
2018,Բենզին,53000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,15200
2019,Բենզին,58000  կմ,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,16200
2015,Բենզին,103000  կմ,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,27500
2012,Բենզին,180000  կմ,Ձախ,Սև,Սեդան,Գերազանց,3.0,17500
2020,Բենզին,33000  մղոն,Ձախ,Մոխրագույն,Ամենագնաց,Գերազանց,2.0,20000
2016,Բենզին,110000  մղոն,Ձախ,Սպիտակ,Սեդան,Լավ,2.0,12700
2000,Բենզին,200000  կմ,Ձախ,Կապույտ,Սեդան,Նորմալ,2.0,6000
2018,Բենզին,99000  մղոն,Ձախ,Կապույտ,Սեդան,Գերազանց,2.0,16200
1995,Գազ,200000  կմ,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.8,5200
2016,Բենզին,63000  կմ,Ձախ,Սև,Հետչբեք,Գերազանց,2.0,14900
2003,Բենզին,312000  կմ,Ձախ,Սպիտակ,Սեդան,Լավ,2.0,6300
2019,Բենզին,37000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,15900
2018,Բենզին,80000  կմ,Ձախ,Մոխրագույն,Ամենագնաց,Լավ,2.5,21700
2017,Բենզին,80000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,15400
2005,Գազ,161  կմ,Ձախ,Կապույտ,Սեդան,Գերազանց,2.0,8000
2020,Բենզին,53000  մղոն,Ձախ,Սև,Ամենագնաց,Լավ,2.0,17500
2017,Գազ,65000  մղոն,Ձախ,Արծաթագույն,Ամենագնաց,Գերազանց,2.5,18000
2012,Բենզին,97000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,9100
2019,Բենզին,60000  մղոն,Ձախ,Կապույտ,Սեդան,Լավ,2.0,16300
2015,Բենզին և գազ,58000  մղոն,Ձախ,Արծաթագույն,Սեդան,Լավ,2.0,11200
2018,Բենզին,75000  կմ,Ձախ,Սև,Սեդան,Լավ,2.0,13400
2013,Բենզին,115000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,16700
2020,Բենզին,59000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,19700
1996,Բենզին և գազ,215000  կմ,Ձախ,Կապույտ,Սեդան,Նորմալ,1.8,3800
1998,Բենզին,285000  կմ,Ձախ,Կապույտ,Սեդան,Գերազանց,2.0,5500
2016,Բենզին,160000  կմ,Ձախ,Սև,Սեդան,Լավ,2.0,26500
2017,Բենզին,98000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,18500
2020,Բենզին,39000  մղոն,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,19799
2019,Բենզին,113000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,20500
1995,Բենզին,384834  կմ,Ձախ,Բալագույն,Սեդան,Լավ,2.0,3200
2018,Բենզին,52  կմ,Ձախ,Արծաթագույն,Սեդան,Գերազանց,1.8,17500
2016,Բենզին,75000  մղոն,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,15750
2011,Բենզին,245000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,12500
2018,Բենզին,125000  կմ,Ձախ,Արծաթագույն,Ամենագնաց,Լավ,2.0,18000
2012,Բենզին,80  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,9700
1995,Բենզին,360000  կմ,Ձախ,Կարմիր,Սեդան,Լավ,1.8,4700
2018,Բենզին,125000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,30000
2017,Բենզին,144000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,17500
2017,Բենզին,64000  կմ,Ձախ,Մոխրագույն,Ամենագնաց,Գերազանց,2.0,15500
2021,Բենզին,21000  կմ,Ձախ,Սև,Ամենագնաց,Գերազանց,2.5,37262
2016,Բենզին,57000  մղոն,Ձախ,Բալագույն,Ամենագնաց,Գերազանց,2.5,4375
2020,Բենզին,11800  մղոն,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,18500
2018,Բենզին,76000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,16700
2016,Բենզին,19000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,13500
2018,Բենզին,96000  մղոն,Ձախ,Սև,Ամենագնաց,Գերազանց,2.0,17500
2017,Բենզին,91000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,12900
2019,Բենզին,5555  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,18000
2019,Բենզին,30000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,20000
2014,Գազ,140000  կմ,Ձախ,Սպիտակ,Սեդան,Նորմալ,1.8,11500
2016,Բենզին,51000  մղոն,Ձախ,Կարմիր,Սեդան,Գերազանց,2.0,12650
2019,Բենզին,20350  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,15300
2017,Բենզին,27144  մղոն,Ձախ,Կարմիր,Սեդան,Գերազանց,2.0,12450
2002,Բենզին,162000  կմ,Ձախ,Սև,Սեդան,Լավ,1.8,7300
2014,Գազ,153000  կմ,Ձախ,Սպիտակ,Սեդան,Լավ,2.0,14500
2019,Բենզին,73  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,15300
2018,Բենզին,80000  կմ,Ձախ,Սև,Ամենագնաց,Գերազանց,2.0,15750
2019,Բենզին,28501  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,16300
2012,Բենզին,100000  կմ,Ձախ,Սև,Սեդան,Գերազանց,1.8,14500
2017,Բենզին,120000  մղոն,Ձախ,Սև,Ամենագնաց,Գերազանց,2.0,18500
2022,Բենզին,7000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,15750
2014,Գազ,133000  մղոն,Ձախ,Մոխրագույն,Սեդան,Գերազանց,1.8,15750
2021,Բենզին,47000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,25000
2022,Բենզին,518  մղոն,Ձախ,Արծաթագույն,Սեդան,Գերազանց,1.8,26000
2017,Բենզին,74000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,17500
2017,Բենզին,80000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,13450
1997,Գազ,1111  կմ,Ձախ,Այլ գույն,Սեդան,Լավ,2.0,4300
2018,Բենզին,100000  կմ,Ձախ,Սպիտակ,Ունիվերսալ,Գերազանց,2.0,16300
2019,Բենզին,78000  մղոն,Ձախ,Բալագույն,Սեդան,Գերազանց,2.0,14200
2018,Բենզին,41000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,40000
2019,Բենզին,47000  մղոն,Ձախ,Սպիտակ,Ամենագնաց,Գերազանց,2.0,15750
2020,Բենզին,62000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,18000
2001,Բենզին և գազ,300000  կմ,Ձախ,Ոսկեգույն,Սեդան,Լավ,3.2,5500
2017,Բենզին,99000  կմ,Ձախ,Արծաթագույն,Ամենագնաց,Գերազանց,2.0,16800
2020,Գազ,15000  կմ,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,16500
2019,Բենզին,37000  մղոն,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,17500
2022,Բենզին,12000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,27900
2022,Բենզին,5000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,15750
1996,Գազ,250000  կմ,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.2,5600
2016,Բենզին,300000  կմ,Ձախ,Արծաթագույն,Ամենագնաց,Գերազանց,2.5,13000
2012,Բենզին,136000  մղոն,Ձախ,Արծաթագույն,Սեդան,Գերազանց,1.8,13700
2019,Բենզին,50000  կմ,Ձախ,Մոխրագույն,Սեդան,Վթարված,2.0,10600
2020,Բենզին,34000  մղոն,Ձախ,Մոխրագույն,Ամենագնաց,Գերազանց,2.0,19000
2016,Բենզին,118000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,15750
2018,Գազ,27000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,15900
2017,Բենզին,90000  մղոն,Ձախ,Կանաչ,Ունիվերսալ,Գերազանց,2.0,15991
2017,Բենզին,82000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,29500
2017,Բենզին,66000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,13900
2018,Գազ,55000  կմ,Ձախ,Սև,Ամենագնաց,Գերազանց,2.0,21000
2020,Բենզին,47000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,17000
2019,Բենզին,45000  մղոն,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,19800
2008,Գազ,230000  կմ,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,12000
2001,Բենզին,269000  կմ,Ձախ,Արծաթագույն,Սեդան,Լավ,2.0,6500
2017,Բենզին,82000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,14500
2017,Բենզին,117000  կմ,Ձախ,Մոխրագույն,Ամենագնաց,Գերազանց,2.0,19400
1998,Գազ,279000  կմ,Ձախ,Կապույտ,Սեդան,Գերազանց,1.8,5500
2018,Բենզին,79000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,13000
2020,Բենզին,56000  կմ,Ձախ,Սև,Սեդան,Նոր,2.0,23000
2015,Բենզին,56000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,27000
2022,Բենզին,8000  մղոն,Ձախ,Սև,Սեդան,Լավ,2.0,24500
2009,Բենզին,325000  կմ,Ձախ,Սև,Սեդան,Լավ,3.0,13000
2013,Բենզին,125000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,3.5,15750
2010,Բենզին,136  մղոն,Ձախ,Սպիտակ,Սեդան,Լավ,1.8,9000
2007,Գազ,135  մղոն,Ձախ,Սև,Սեդան,Նորմալ,2.0,6800
2019,Բենզին,56000  մղոն,Ձախ,Արծաթագույն,Ամենագնաց,Գերազանց,2.0,18000
2019,Բենզին,20000  կմ,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,16500
2012,Բենզին,10  մղոն,Ձախ,Սև,Սեդան,Գերազանց,1.8,10400
1994,Բենզին և գազ,311000  կմ,Ձախ,Սպիտակ,Սեդան,Լավ,1.8,5000
2017,Բենզին,40000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,13800
2017,Բենզին,82000  մղոն,Ձախ,Արծաթագույն,Սեդան,Լավ,2.0,10300
2020,Բենզին,60000  կմ,Ձախ,Սև,Սեդան,Նորմալ,2.0,17000
1998,Բենզին,932000  կմ,Ձախ,Արծաթագույն,Սեդան,Նորմալ,2.0,4800
2018,Բենզին,50000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,31000
2020,Բենզին,71000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,13650
2010,Գազ,155000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,8499
2008,Գազ,350000  կմ,Ձախ,Սև,Սեդան,Գերազանց,3.0,11000
2012,Բենզին,140000  կմ,Ձախ,Սպիտակ,Սեդան,Նորմալ,1.8,10000
2017,Բենզին,50000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,11300
2016,Բենզին,140000  կմ,Ձախ,Սպիտակ,Սեդան,Լավ,2.0,12100
2007,Բենզին,150000  կմ,Ձախ,Կապույտ,Սեդան,Նորմալ,1.6,15750
2016,Բենզին,120000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,27900
2018,Բենզին,80000  մղոն,Ձախ,Արծաթագույն,Ամենագնաց,Գերազանց,2.0,16500
2009,Բենզին,148000  մղոն,Ձախ,Սպիտակ,Ամենագնաց,Գերազանց,2.5,11000
2019,Բենզին,75000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,13500
2019,Բենզին,53000  մղոն,Ձախ,Մոխրագույն,Ամենագնաց,Գերազանց,2.0,17200
2019,Բենզին,43000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,15500
2017,Բենզին,40000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,19500
2020,Բենզին,32000  կմ,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,19000
1995,Բենզին,600000  կմ,Ձախ,Կապույտ,Սեդան,Վթարված,2.0,3100
2008,Բենզին,300000  կմ,Ձախ,Սև,Սեդան,Լավ,2.0,10000
2004,Բենզին և գազ,239000  կմ,Ձախ,Սպիտակ,Սեդան,Լավ,2.0,15750
2018,Բենզին,47000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,15750
2017,Բենզին,143000  կմ,Ձախ,Սև,Ամենագնաց,Գերազանց,2.0,15500
2020,Բենզին,67  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,23000
2000,Բենզին,293000  կմ,Ձախ,Արծաթագույն,Սեդան,Նորմալ,2.0,5700
2023,Բենզին,22000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,34000
2017,Բենզին,65000  մղոն,Ձախ,Արծաթագույն,Ամենագնաց,Գերազանց,2.0,15500
2017,Բենզին,109000  կմ,Ձախ,Սպիտակ,Ամենագնաց,Գերազանց,2.5,17500
2017,Բենզին,60000  կմ,Ձախ,Արծաթագույն,Ամենագնաց,Գերազանց,2.0,15000
2014,Բենզին,87980  մղոն,Ձախ,Սպիտակ,Սեդան,Լավ,2.0,10500
2018,Բենզին,85000  մղոն,Ձախ,Սև,Ամենագնաց,Լավ,2.0,16500
2017,Բենզին,60000  մղոն,Ձախ,Սև,Ամենագնաց,Գերազանց,2.5,18500
2019,Բենզին,73000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,1.8,21000
2017,Բենզին և գազ,72000  մղոն,Ձախ,Սև,Ամենագնաց,Գերազանց,2.5,18200
2017,Բենզին,38000  կմ,Ձախ,Արծաթագույն,Ունիվերսալ,Գերազանց,2.0,17000
2018,Բենզին,136000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,12700
2015,Բենզին,118000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,1.8,15750
2008,Բենզին,207000  կմ,Ձախ,Կարմիր,Սեդան,Գերազանց,2.0,9200
1996,Բենզին,344000  կմ,Ձախ,Կապույտ,Սեդան,Գերազանց,2.0,4500
2010,Բենզին,229000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,11400
2012,Բենզին,85000  մղոն,Ձախ,Արծաթագույն,Սեդան,Լավ,2.0,9500
2017,Բենզին,100000  կմ,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,14500
2020,Բենզին,29000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,21000
2016,Բենզին,81000  կմ,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,11300
2012,Գազ,131000  մղոն,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,9300
2018,Բենզին,29000  մղոն,Ձախ,Կարմիր,Սեդան,Գերազանց,2.0,18700
1999,Բենզին,249000  կմ,Ձախ,Մոխրագույն,Սեդան,Գերազանց,1.8,8250
2020,Բենզին,45000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,16500
2020,Բենզին,56000  մղոն,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,14500
2020,Բենզին,10000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,19200
2016,Գազ,99755  մղոն,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,13875
2007,Բենզին,200000  կմ,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,9000
2018,Բենզին,50000  մղոն,Ձախ,Սպիտակ,Սեդան,Լավ,2.0,13000
2018,Բենզին,107000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,13900
2004,Գազ,320000  կմ,Ձախ,Բալագույն,Սեդան,Լավ,2.4,6500
2012,Բենզին,220000  կմ,Ձախ,Սև,Սեդան,Գերազանց,1.8,14900
2022,Բենզին,2900  մղոն,Ձախ,Արծաթագույն,Ամենագնաց,Գերազանց,2.0,33000
2015,Բենզին,36000  մղոն,Ձախ,Բալագույն,Սեդան,Գերազանց,2.0,10500
2006,Բենզին,250000  կմ,Ձախ,Արծաթագույն,Սեդան,Լավ,2.5,8350
2010,Բենզին,137900  մղոն,Ձախ,Սև,Սեդան,Վթարված,2.0,5500
2011,Բենզին,125000  կմ,Ձախ,Սև,Սեդան,Լավ,2.0,8900
2013,Բենզին,124000  մղոն,Ձախ,Սպիտակ,Սեդան,Լավ,2.0,10000
2020,Բենզին,74000  մղոն,Ձախ,Կապույտ,Սեդան,Գերազանց,2.0,16900
1997,Գազ,228000  կմ,Ձախ,Սև,Սեդան,Լավ,2.0,5000
2013,Գազ,114000  կմ,Ձախ,Այլ գույն,Սեդան,Լավ,2.0,10500
2015,Բենզին,103  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,25000
2017,Բենզին,59000  կմ,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,14500
2018,Բենզին,77000  կմ,Ձախ,Կապույտ,Ամենագնաց,Լավ,2.0,15200
2019,Գազ,40000  կմ,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,16000
2017,Բենզին,79000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,26000
2016,Բենզին,100000  կմ,Ձախ,Բալագույն,Սեդան,Գերազանց,2.0,14200
2012,Բենզին,200000  կմ,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,14400
2005,Բենզին,190000  կմ,Ձախ,Կապույտ,Սեդան,Գերազանց,2.0,9800
2021,Բենզին,8000  մղոն,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,28700
2016,Բենզին,61000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,14500
2019,Բենզին,62  մղոն,Ձախ,Արծաթագույն,Սեդան,Լավ,2.0,16400
2019,Բենզին,40000  մղոն,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,17200
2001,Գազ,246000  կմ,Ձախ,Արծաթագույն,Սեդան,Լավ,2.0,5500
2018,Բենզին,70000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,33000
2019,Բենզին,27000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,16800
2016,Բենզին,52000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,15500
2019,Բենզին,103000  կմ,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,35000
2018,Բենզին,52000  կմ,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,13800
1998,Բենզին,347000  կմ,Ձախ,Կապույտ,Սեդան,Լավ,2.0,5800
2019,Բենզին,56300  մղոն,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,16700
2019,Բենզին,35348  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,14000
2019,Բենզին,48000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,18500
2019,Բենզին,51000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,35000
2019,Բենզին,20000  կմ,Ձախ,Կարմիր,Սեդան,Գերազանց,2.0,18500
